DATE_NUM,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT,
736651.000000,0.999636,1.001395,0.992420,0.993894,0.951853,0.997877,1.002522,1.016339,1.028724,1.003202,1.005166,1.001805,1.008010,0.996607,1.002013,1.004419,1.001118,1.016597,1.017956,0.998557,0.998473,0.995182,1.012363,0.998122,0.969183,
736652.000000,1.001001,0.989133,1.007019,0.995257,1.004326,1.009989,0.988628,1.003435,0.995346,1.003692,0.998001,0.996458,0.996027,0.994893,1.004605,1.001100,0.986762,0.995218,0.990502,0.987120,1.005756,0.991245,0.996916,1.004808,0.990606,
736655.000000,1.015174,1.007606,1.004578,1.006065,0.995693,1.008974,0.993791,1.003471,0.999143,1.014839,1.000858,0.996879,1.004375,1.011000,0.995833,0.991674,1.006950,1.008451,1.003523,1.007805,1.000179,1.006424,1.010765,1.004993,1.012110,
736656.000000,1.000626,1.002516,1.017004,1.007750,0.994675,1.003993,1.000819,1.000142,1.021525,0.999386,1.014294,0.980348,1.006150,1.000241,1.001590,1.002274,0.990369,1.004272,1.008385,1.001452,1.005007,1.012300,0.978455,1.024426,1.010812,
736657.000000,0.994902,1.016174,1.001471,1.027344,0.993978,1.003435,1.005629,1.005684,1.001756,0.995758,0.992109,1.002927,1.004202,0.993957,1.003760,1.001978,0.999028,0.988220,0.992845,0.999033,1.005961,1.008406,0.995496,1.014952,1.010125,
736659.000000,1.005035,0.999726,1.002003,0.996153,1.012790,1.000000,1.005699,0.995619,1.002744,1.007161,1.006818,1.009375,0.999620,1.009971,1.004328,1.007199,1.009247,1.002152,1.003506,1.009434,1.003361,0.995246,1.007038,1.008760,1.005647,
736662.000000,0.998032,0.989981,0.998201,0.990502,0.994350,0.995496,1.001518,0.995127,0.992931,1.008459,1.001975,0.991238,0.993530,1.005297,1.009614,0.994294,0.993409,1.001322,0.990101,0.995327,1.003173,0.995419,0.986896,1.008881,0.999438,
736663.000000,0.999014,0.991127,1.012486,0.990938,0.996992,0.989502,1.007073,1.009776,0.997461,0.993983,0.994368,0.994254,1.007661,0.993962,0.998346,1.001565,1.006311,1.007920,0.992551,0.997833,0.999034,1.036027,1.000885,0.996870,1.002529,
736664.000000,0.991566,1.007694,0.992878,1.016163,0.999665,1.020304,0.994482,1.035608,0.998303,0.991989,0.982725,0.989509,1.015839,0.980559,0.988316,0.994038,0.983920,0.986414,0.988939,0.994813,0.996922,1.008632,0.976879,0.979199,0.986829,
736665.000000,0.990681,1.006802,1.012155,1.007116,0.987592,1.015508,0.998184,1.033472,1.000541,0.985205,0.972911,1.000719,1.020207,0.995539,0.993293,1.005182,0.992973,0.982409,1.015234,0.992724,1.018174,1.016549,0.975556,0.999399,1.003408,
736666.000000,1.003745,0.990762,0.999081,0.988570,0.993209,0.997440,0.995553,0.985571,1.003090,1.001251,1.011848,1.005207,0.997677,1.004730,0.998059,0.998842,1.006090,1.000845,0.996249,1.006596,1.002079,0.998695,1.003845,0.998797,1.002972,
736669.000000,0.992812,1.002366,0.999409,0.992747,1.009573,1.002212,1.014822,1.023236,0.998537,0.998875,1.006733,0.999821,1.020343,1.006442,1.008880,0.995302,0.985605,1.016371,1.027547,1.007160,1.001902,0.980713,1.020998,0.998796,0.986738,
736670.000000,1.007699,1.003887,1.000526,1.008153,0.993227,0.995673,1.007003,1.012383,0.992751,1.003191,1.009596,1.001072,1.005165,0.998769,0.999665,1.001049,1.000498,0.995516,0.975313,0.999036,1.008285,0.998034,0.997413,1.012261,1.006005,
736671.000000,1.009823,1.027382,1.012480,1.022159,1.021139,1.014899,1.013213,1.018065,1.028895,1.027690,1.022465,0.991433,1.004541,1.017747,1.005618,1.024738,0.996350,1.023686,1.030255,1.015318,1.015754,1.013221,1.028530,1.020254,1.010593,
736672.000000,1.009817,1.008346,1.008110,0.989109,1.000000,1.006379,1.021441,1.025004,1.000529,1.003459,1.005634,0.999010,1.012489,0.992492,1.004420,0.999034,1.000999,0.994134,0.989443,0.991922,1.003305,0.999498,0.999622,0.995135,0.996317,
736673.000000,1.016322,0.998131,1.007079,0.992313,1.003673,1.005557,1.014316,1.001657,1.006489,1.007015,1.001681,1.011443,1.004347,1.024890,1.006725,1.014840,1.018463,1.015735,1.003298,1.010419,1.006843,1.005021,0.998234,1.007041,0.996304,
736676.000000,0.994296,0.984085,1.004281,0.995290,1.003659,1.011571,0.992371,0.980649,1.008921,0.993875,1.005872,1.027614,0.991110,0.997619,1.003958,1.006443,1.008003,1.003227,0.996520,1.009008,1.014431,0.996065,0.991913,1.005243,1.022688,
736677.000000,1.016682,1.003533,0.996819,1.009886,1.013921,1.002305,0.997982,1.005819,1.014564,1.016858,1.023075,1.004594,1.000354,0.996659,1.007721,0.995491,1.008816,1.013029,1.014746,1.000587,1.004301,1.006583,1.008917,1.011592,1.001814,
736678.000000,1.000000,1.003115,0.986020,0.976255,0.995750,0.987566,1.001926,1.005785,0.995899,1.001307,0.993206,0.992234,0.999646,0.986829,1.001304,0.987530,1.000162,0.995236,0.990249,0.990491,0.991271,0.995764,0.999116,0.986058,0.993594,
736679.000000,1.005469,1.011746,0.995469,1.008428,1.005581,1.009400,1.003268,1.012795,0.998971,0.997092,1.006567,1.007827,1.014989,1.008251,0.996093,0.996716,1.009223,0.998405,0.990346,1.003674,1.000249,1.004754,1.004676,1.003487,0.996355,
736680.000000,1.001295,1.000801,1.004747,0.979372,0.998694,1.008800,0.995402,0.983127,0.994626,0.992322,0.986953,0.999914,0.987674,1.004573,1.007192,1.008124,1.001122,0.995526,0.992786,1.000000,1.009967,1.020670,0.985535,1.008878,0.998593,
736683.000000,1.005777,0.994000,1.010874,1.001404,1.005230,0.996358,1.013377,1.000712,1.002442,0.999700,1.015974,1.001208,1.005769,0.998323,0.997971,1.004001,0.979180,1.021188,0.998625,1.000354,1.001234,0.985360,0.996809,1.012244,1.008453,
736684.000000,1.002658,1.006841,1.001345,1.017582,0.993821,1.002550,1.001519,1.016815,1.012330,1.005520,1.008674,0.996897,1.012876,0.999760,1.002765,1.002750,0.989532,0.998743,1.018486,0.998347,1.005667,1.000309,1.003329,1.003969,1.003353,
736685.000000,1.000941,1.003464,1.006970,0.994488,0.995419,0.999661,1.000948,0.993212,0.997958,0.998389,0.993819,0.996974,1.002542,0.997840,0.998784,0.998769,0.982314,1.000000,1.009847,0.996571,1.001062,0.998391,0.997192,0.997176,0.991924,
736686.000000,0.993422,0.990175,0.999873,1.003197,1.001315,1.007294,0.998674,0.994533,0.989768,0.998386,0.998648,1.001127,1.001614,0.999519,1.004384,1.004315,1.002524,1.000158,0.996941,1.002255,0.996329,1.001550,0.996929,1.012838,0.976839,
736687.000000,1.001978,1.005229,1.002223,1.002125,1.002298,0.997053,0.997439,1.003540,0.997194,0.997905,1.001083,1.004504,1.001841,1.001203,0.995312,0.997489,0.999664,0.995122,0.995589,1.005801,1.000000,1.008974,1.003209,1.000559,0.999281,
736691.000000,1.006351,1.000134,0.997909,1.002439,1.004913,0.998311,1.000190,1.002449,1.001555,1.002579,1.002705,0.999569,1.000919,1.000240,0.999432,1.000951,1.003862,1.000632,0.988056,0.995762,0.998854,0.997608,1.002559,0.999255,1.002301,
736692.000000,0.995736,0.991864,0.991237,0.985193,0.991525,0.997378,0.991728,0.996233,0.998595,0.994316,0.988130,0.993012,0.992770,0.994713,0.996831,0.995305,0.991303,0.995417,0.994736,0.993735,1.000820,0.992622,0.999362,0.996271,0.994404,
736693.000000,0.999743,0.993949,0.997373,1.001503,1.001315,0.999237,1.002493,0.989736,1.000222,1.002467,1.000819,1.003388,0.992948,1.005074,1.000897,1.001853,0.996119,0.998571,1.000784,1.003331,1.001720,0.997522,1.000383,1.005614,0.999279,
736694.000000,0.992204,1.002165,0.999936,0.994105,0.992121,0.998981,0.996748,1.005332,0.992450,0.996339,0.989362,0.997576,1.004657,0.996635,0.991286,1.000897,0.997120,0.987917,0.995495,0.996799,1.001063,0.993790,0.996043,0.993301,0.997979,
736698.000000,1.002849,1.017143,1.008286,1.013478,1.010589,1.001275,1.017847,1.008854,1.001715,1.007229,1.009098,1.005468,1.010894,1.008200,0.982747,0.997088,1.021743,1.007081,1.022624,1.001427,0.987584,1.008810,1.018970,1.022480,0.993345,
736699.000000,0.998881,1.016393,1.010512,0.995531,0.994056,0.999745,1.012820,1.006458,1.008860,1.012381,0.994809,0.998360,1.001844,0.996412,0.998830,1.001516,0.999667,0.995526,1.020970,1.003563,0.994623,1.002849,1.008176,0.998901,1.005826,
736700.000000,1.005085,0.987674,1.000567,0.993909,1.002325,0.995671,0.999442,0.992555,0.988192,0.996691,0.998352,1.010463,0.990795,1.002401,1.001841,0.996579,0.999667,1.000000,0.999812,1.006627,0.984033,1.001667,1.011728,1.002201,1.002172,
736701.000000,1.011148,1.001991,1.002457,1.000430,1.001989,0.995993,1.014900,1.014835,0.997237,1.004920,1.003577,0.995208,1.000116,0.999761,1.008856,1.002926,1.002662,1.008668,1.016020,0.999647,0.999493,1.001418,1.013812,0.985165,0.986274,
736704.000000,1.009159,1.005168,0.995097,0.992799,0.998346,0.991441,0.994311,0.991793,1.005841,0.988911,1.003563,0.999828,1.000697,0.989938,0.997267,0.994614,1.013771,0.996817,0.990169,0.992591,0.991968,0.997168,0.994405,0.989110,1.006592,
736705.000000,1.001009,1.010414,1.004737,1.015806,1.006627,0.992403,1.000185,0.998683,1.013327,0.987295,0.998088,0.998968,1.002901,0.993224,0.998505,0.996108,0.980687,0.999681,0.994942,0.989218,0.998807,0.997715,0.994618,1.001519,0.993014,
736706.000000,1.005373,1.003392,1.002074,1.008739,0.992429,1.008438,1.009780,1.013151,0.997061,1.013473,1.011221,0.987689,1.007521,1.000243,1.005239,1.007418,1.028538,1.009102,0.992092,1.003114,1.004011,1.001919,1.006026,0.994314,1.004397,
736707.000000,0.995825,0.999610,0.993036,0.993027,0.996352,1.001984,0.982547,0.992187,0.995357,1.001192,0.993505,0.999041,0.990354,0.997564,1.010093,0.997471,1.009411,0.990821,0.994496,1.001075,0.992350,1.002903,0.994743,1.004194,0.991829,
736708.000000,0.998239,0.996618,1.003411,1.005213,1.000999,1.001894,1.004929,1.001886,0.999778,0.996368,1.002180,0.999825,1.005334,0.998291,0.995086,0.999718,1.002090,1.001438,1.009924,1.002028,1.002570,0.996551,0.997542,0.997532,0.987642,
736712.000000,1.008064,0.999739,0.992697,0.990368,0.997339,0.999141,0.999167,0.964961,1.006591,1.003287,1.000272,1.002356,0.963668,1.008317,1.010288,0.999267,0.986205,0.997289,1.013795,1.014284,1.003503,0.992954,1.001109,1.003616,1.019216,
736713.000000,0.999917,1.011619,1.004122,1.005711,1.001334,0.997076,1.001760,0.993849,1.001692,0.993508,0.998913,0.998520,1.004668,1.001698,0.999674,1.006939,0.994958,0.999520,0.992917,1.004613,1.009195,0.981825,1.004061,0.990709,0.995469,
736714.000000,0.998250,0.989676,1.004295,1.000536,0.998335,0.996895,0.991864,0.987708,0.994345,1.000060,0.994831,0.995641,0.992375,0.996367,0.995681,1.001064,0.986268,0.996800,0.993617,0.997292,0.995360,1.006086,1.001716,1.002105,0.992806,
736715.000000,1.001837,0.993611,1.003334,1.012851,1.004003,1.000173,1.003542,1.003414,1.001551,1.022421,1.010118,0.999562,1.004442,1.004375,1.000655,0.998937,1.036466,1.007063,1.005101,1.032467,1.000254,0.999748,1.001346,1.006875,0.993493,
736718.000000,1.000667,0.996982,0.989406,0.998731,1.005648,0.998183,0.994984,1.002024,1.018215,1.002814,0.995398,0.997898,1.000478,1.002662,0.992802,1.000112,0.988485,1.003507,1.000752,0.994397,1.000169,1.002584,1.003788,0.994120,0.992111,
736719.000000,0.999084,1.019218,1.017169,1.018844,1.010902,1.008493,1.007282,1.004341,0.999927,1.028475,1.023116,0.981126,1.012065,1.011344,0.997281,0.985771,0.990293,1.008895,1.003945,1.010350,0.989834,1.008550,1.013147,0.956306,1.011253,
736720.000000,1.015921,0.993026,1.042417,1.019846,1.003268,1.007476,1.001298,1.015277,0.995799,1.013587,1.004785,1.009306,1.015463,1.005251,1.006113,1.004319,0.997876,1.002519,1.007671,0.992033,1.007104,1.005049,1.008050,0.993017,0.992433,
736721.000000,1.000492,1.000520,1.010516,0.990525,1.001303,0.994115,1.000185,1.009821,1.007129,1.002075,0.993651,0.991489,1.008369,0.992640,1.000739,1.000509,1.001965,1.009265,0.996101,0.993575,1.003909,1.009365,0.992133,0.986940,0.997608,
736722.000000,1.000082,0.998960,0.991604,1.018206,1.007807,0.976319,1.011475,0.989022,0.999061,0.992388,1.011182,1.013770,1.002075,0.991389,1.008041,1.003733,1.008987,1.023495,0.991426,1.001386,0.999746,1.001475,1.006367,1.009772,0.983965,
736725.000000,0.997376,1.005595,0.987299,0.977776,0.995158,0.982687,1.015005,0.987128,1.001012,0.991540,0.985255,0.997795,0.989647,0.998311,1.001302,0.988393,0.994818,0.990118,0.997932,1.000346,0.995004,0.994478,0.999164,0.995363,1.011575,
736726.000000,0.997698,0.988354,0.987015,0.988325,0.996432,0.995797,0.997386,0.980419,0.993572,0.992719,0.983966,1.001061,0.983726,1.004592,0.996342,0.996580,1.009116,0.992630,0.996609,1.009798,1.002298,1.000062,0.988172,0.992708,1.004818,
736727.000000,1.060981,1.004975,1.003366,0.994250,0.992839,0.996857,1.005874,1.005887,0.998983,0.998682,0.991853,0.999823,1.003781,0.992542,0.998776,1.002002,1.001774,0.983449,1.002268,0.996918,0.989472,1.003763,0.996736,0.987349,0.992359,
736728.000000,0.998292,0.996743,0.989571,0.985911,1.022295,1.010901,0.993801,0.998873,0.996434,1.001664,1.004381,1.003003,0.995762,1.003393,1.006535,0.994349,1.033494,0.993551,0.995851,1.004924,1.009353,0.988016,0.998302,0.997727,1.007096,
736729.000000,1.004279,1.019997,1.000863,0.994775,1.004490,1.012120,0.997197,1.045745,1.007521,1.007103,1.002746,1.000616,1.030618,1.003382,1.008278,1.004937,1.001714,1.008074,0.991667,0.996012,1.001275,1.006905,1.045930,1.006214,0.997002,
736732.000000,1.009374,0.997181,1.009729,0.995605,0.999361,0.994805,0.993382,0.995974,0.989201,1.000228,0.993155,0.997888,0.995297,1.000481,1.001690,1.000343,1.010111,0.999372,1.008403,0.999886,0.999066,0.991598,0.997096,0.988678,0.998496,
736733.000000,1.009517,0.998715,1.015368,1.004738,1.004792,0.985927,0.994798,0.998500,1.001172,1.014785,1.002206,1.000706,0.999424,1.008181,1.001125,1.003769,0.988605,0.996700,1.000189,1.006979,1.000765,1.000125,0.999417,1.000208,1.007380,
736734.000000,1.003877,1.001029,0.992307,0.995713,0.994277,1.001706,1.000000,0.992112,1.009001,0.994973,1.000825,0.999295,0.991236,1.002864,1.000642,1.007453,1.001869,0.998581,1.020261,1.003636,1.000425,0.998629,0.991956,1.006869,1.013754,
736735.000000,1.007226,1.004884,1.002869,1.011301,1.007355,1.006094,1.004495,1.016069,1.006020,1.005904,0.974712,1.005996,1.014425,0.981676,0.998476,1.006269,1.001088,1.011367,1.026541,1.003849,1.008234,1.000811,1.005759,1.009097,1.018729,
736736.000000,0.997735,1.003837,1.011870,1.025010,1.000317,1.007037,0.997900,1.004844,1.008219,1.008295,0.996616,1.010168,0.997706,0.983757,1.010765,1.004602,0.996273,0.999064,1.016453,0.992106,1.007998,1.001932,1.003739,1.003483,0.984656,
736739.000000,1.008856,1.005479,1.010828,1.022739,1.014599,1.007607,1.003569,1.014626,1.000143,1.003806,1.013016,1.005554,1.013218,1.000986,0.997775,1.011285,1.009665,1.011250,0.997687,1.003865,0.999833,1.007714,1.006286,0.991221,0.996324,
736740.000000,1.012979,1.006336,1.002797,0.995837,1.010635,0.997252,1.006201,1.012953,1.010653,1.004293,1.003632,1.004142,1.015995,0.997784,1.002151,1.003204,1.013741,1.003731,1.006418,0.994904,1.004427,1.007037,1.004743,0.994233,1.013133,
736741.000000,1.003629,1.002392,1.004748,1.009481,1.015785,1.000444,0.998640,1.004329,1.005872,1.008605,1.003340,1.007219,1.011501,0.997779,1.005325,1.007067,0.992385,0.999380,1.003366,1.037104,1.006154,1.007111,1.009863,0.996064,1.000437,
736742.000000,0.998820,0.998870,1.008919,0.992325,1.023766,0.983211,1.004810,0.995609,0.995428,0.998624,1.009986,1.007509,0.999337,1.018794,1.001739,1.009411,1.001535,0.999845,0.993821,0.996378,1.006695,0.996104,0.998515,1.007903,1.002621,
736743.000000,1.002733,1.002515,1.011124,1.006004,1.004166,0.996838,0.994129,1.003769,1.010315,0.995811,1.001922,1.006606,0.996686,1.000728,1.008682,0.997492,1.001992,1.001550,1.008172,1.003304,1.001314,0.963153,1.000572,1.015064,1.007260,
736747.000000,1.007221,1.003262,1.016502,0.992413,1.011559,1.012599,0.999546,1.005512,1.014126,0.997731,1.001096,1.006731,1.008645,1.005578,1.001878,1.002296,1.001376,0.997988,1.010749,1.006368,0.996720,1.018716,1.005259,1.004879,1.029984,
736748.000000,1.002999,0.998624,0.998861,1.001020,0.998828,0.988005,1.001000,0.999881,1.001586,1.004937,0.987678,0.998830,1.000549,1.003377,0.998516,1.014561,0.997098,0.997984,1.015342,0.997491,1.002879,1.000000,0.998635,1.004855,1.003639,
736749.000000,0.995770,1.002379,1.008554,0.973014,0.998533,1.005798,0.996458,0.997855,0.996282,1.002760,1.003049,1.018240,1.000769,1.001442,1.003285,1.006182,1.008577,1.004040,0.985405,0.996610,1.003774,1.012643,1.004328,1.012885,0.994422,
736750.000000,1.000952,0.996377,1.003279,0.999268,1.008226,0.991894,1.005377,0.984713,1.008569,0.998348,1.009674,1.015137,0.991221,1.002880,1.002962,1.001175,1.004708,1.000000,1.008190,0.999122,0.999265,1.002829,1.002835,1.005764,1.015145,
736753.000000,1.001976,1.005140,1.011215,1.020528,0.998252,1.014802,0.999184,1.008005,0.995547,0.989247,0.999453,0.997311,1.001107,0.997367,0.994362,0.997332,0.995314,0.993965,0.997062,0.998243,0.998119,1.014228,0.995138,0.986956,0.991021,
736754.000000,1.000438,0.998628,1.004458,0.991995,0.997665,1.006711,0.998730,0.997507,0.997316,1.002341,0.991509,0.998448,1.002101,1.006960,1.005197,0.997004,1.000304,0.996108,0.990813,1.001980,1.001639,1.000000,0.999318,0.993793,0.988709,
736755.000000,1.020439,1.023233,1.020419,1.019863,1.007607,1.012267,1.008629,1.018746,1.012214,1.011845,0.992542,1.013501,1.032884,1.004767,1.010968,1.018835,1.005162,1.015005,1.013821,1.006478,1.022497,1.015479,1.011940,1.003627,0.993233,
736756.000000,0.994063,0.977783,0.994998,0.957192,0.998548,0.995434,0.995947,0.993471,1.008658,0.992196,0.999443,0.998143,0.984402,1.007353,0.993646,1.000158,0.998037,0.985679,1.000519,0.991818,0.996240,0.996249,0.994831,1.003413,1.004400,
736757.000000,1.005901,0.997254,0.995573,1.008054,0.997092,1.001676,1.005877,1.007289,0.999054,0.997341,0.999722,1.001294,1.007163,1.000236,0.997427,0.996946,1.007567,1.003749,0.980969,0.995490,0.996868,1.005319,1.002937,1.002201,0.989683,
736760.000000,0.996852,0.995243,0.993139,1.005677,0.997084,0.996653,0.994876,0.996520,0.995400,1.002333,0.990808,0.999354,0.990517,0.992938,1.001016,0.997834,0.998348,1.000311,1.001235,0.998564,0.985418,1.002972,1.001690,0.998802,0.997858,
736761.000000,1.001292,1.001007,1.006024,1.002822,1.000292,0.987983,1.001717,0.995595,0.998495,0.999501,1.006466,1.000970,0.994452,0.995495,1.000312,1.001006,0.992327,1.002023,0.996125,0.999115,0.998529,0.997629,1.001349,0.988207,0.999857,
736762.000000,0.996273,0.993214,0.998462,0.971855,0.994737,0.980324,0.999820,0.997370,1.006164,0.994844,0.994972,1.002180,0.997812,1.000000,1.000156,1.002221,0.997574,1.009161,0.999293,0.998339,0.998106,1.001401,0.998877,0.994337,1.006344,
736763.000000,0.997698,1.003289,0.993562,0.980264,1.001470,1.003923,1.001714,0.999760,0.997958,0.987350,1.005615,1.014907,1.003947,1.000953,1.000390,1.002058,1.001368,0.996000,0.997346,1.002218,1.005444,1.000596,1.001686,1.002441,1.000859,
736764.000000,1.003317,1.001009,0.989644,1.010067,1.005577,1.005180,0.999009,0.992805,1.001569,1.003669,1.002513,1.002064,0.996833,1.006186,0.998751,1.006898,0.995599,1.003089,1.001242,1.008081,1.007629,1.011725,1.006958,1.001420,1.003436,
736767.000000,1.000431,0.997858,1.001959,1.003575,0.995330,0.988609,1.005409,0.999114,1.003950,0.992296,0.979115,1.003724,1.000876,1.002624,0.997109,1.001621,0.984953,0.996612,1.004253,1.002635,0.994464,1.001353,1.004235,1.002432,0.997860,
736768.000000,0.998492,1.006060,0.998213,0.991581,1.000586,0.981802,1.007084,0.998227,0.998169,0.995807,1.000569,1.002921,1.001642,0.998572,1.001489,0.993786,1.000780,0.995364,1.010764,0.996605,1.003848,0.993244,0.993785,0.997776,1.011008,
736769.000000,1.010576,0.994228,0.999888,1.016329,1.003517,1.014158,0.996082,0.996206,1.005368,1.000512,0.997726,1.015033,1.002404,1.003574,1.000626,1.004571,1.007788,1.005279,1.006634,1.004396,1.003017,1.016089,1.004132,1.015802,0.998021,
736770.000000,1.001637,1.006815,0.997090,0.994537,0.999708,0.990632,0.998570,1.005835,1.005272,1.008133,1.001140,0.996123,0.999019,1.003086,1.000782,0.995345,0.991963,0.998301,0.998959,1.000438,0.997967,0.997206,1.001334,0.998005,0.998016,
736771.000000,0.995025,0.993481,1.010719,1.000646,1.000000,0.998331,1.000448,0.982757,1.005849,0.991029,1.003699,0.996886,0.989524,0.994793,1.005157,1.010772,0.995637,1.003558,1.003472,0.995188,1.003259,0.990660,1.002221,1.006994,0.992192,
736774.000000,1.010500,0.994953,0.996058,1.026800,1.001460,0.999814,1.008500,0.992621,0.987968,1.000285,1.004536,1.000078,0.992832,1.003569,1.001088,1.003379,1.003286,1.000925,1.015225,1.002418,0.993666,0.989982,0.988254,0.997023,1.001288,
736775.000000,0.988548,0.983259,0.980880,0.968868,0.988332,1.003530,0.991483,0.962253,0.991948,0.989641,0.988992,0.993597,0.970677,1.007587,0.997981,0.995441,0.996880,0.988911,0.988582,0.999671,0.994524,0.998214,0.987441,0.998408,0.998857,
736776.000000,1.011299,1.001806,1.005797,1.000000,1.006493,1.003240,1.002953,0.991717,1.005116,1.005176,1.009418,0.992220,1.001602,0.997176,1.004513,1.000468,0.993585,1.012771,0.929495,0.997807,1.002794,0.996005,1.005224,0.991029,1.005007,
736777.000000,0.996465,1.002189,1.001582,0.997836,0.995894,0.995202,1.001428,1.003592,1.004275,1.000229,0.997173,0.997149,0.998401,0.995045,0.999225,0.999584,0.996535,0.997540,1.026892,0.997582,0.993936,0.989582,1.003841,0.998592,0.994448,
736778.000000,0.998013,1.004625,0.991876,0.999133,1.003533,1.001113,0.999109,0.984950,0.998108,0.994337,0.996881,0.996664,0.998856,0.998814,1.002636,0.996721,0.998420,1.001696,1.017880,0.997797,0.995713,0.998246,1.003714,1.000806,0.996421,
736781.000000,1.001707,0.992327,1.001592,0.993055,0.997359,0.984165,1.002140,0.987172,0.994313,0.999655,1.006541,1.002550,0.999427,1.004748,1.001160,0.994361,1.000158,1.001846,0.992371,0.999117,1.001987,0.997576,0.997309,0.989130,1.000719,
736782.000000,1.020727,1.013402,1.007155,1.015736,1.000883,1.008374,1.005962,1.017075,1.002247,1.004258,1.005934,0.998887,1.015589,1.002599,0.999691,1.002941,1.002374,1.002919,1.012337,1.002984,1.006528,1.004557,1.001911,1.003256,1.009474,
736783.000000,1.002225,0.995041,1.001522,0.999032,0.991769,1.008398,0.995400,0.996163,0.998913,0.996734,0.999157,0.994111,0.996275,0.999764,0.995288,0.998377,1.004736,1.002757,1.001060,0.998237,0.989573,0.988449,1.000673,0.996552,1.005973,
736784.000000,0.998682,1.012268,1.001970,1.003877,1.000000,0.997317,1.005776,1.012125,0.999388,0.999540,1.005060,0.997919,1.008610,1.004243,1.003726,1.003147,0.997015,1.003666,0.988709,0.995585,1.004148,1.009484,0.998094,0.998575,1.012015,
736785.000000,0.998124,0.998738,0.993707,0.995065,1.001779,0.996196,1.001856,0.993513,0.999183,1.001610,1.008951,0.999118,0.986634,0.996244,1.002242,1.000261,1.001418,1.002283,0.994468,0.996120,0.995951,0.994060,0.998427,0.993681,1.006845,
736788.000000,1.000278,0.993427,0.998812,0.994717,0.993491,1.004005,0.998324,0.996692,0.998570,1.002067,1.002495,1.001124,0.996357,0.999293,1.000000,0.996812,0.998898,0.995293,0.996950,0.998108,0.998673,1.009634,1.005514,1.008821,0.996532,
736789.000000,1.007446,0.995801,1.011605,1.020158,1.003605,1.007978,0.998587,1.001310,0.998090,1.000115,1.003319,0.999920,1.003333,1.006366,0.997531,0.997221,1.003151,1.002746,0.990641,1.002564,1.001911,0.996256,0.993509,1.002643,1.002506,
736790.000000,0.994819,0.997691,0.990934,1.001169,0.987728,0.999816,0.999646,0.993021,1.002050,0.990603,0.998346,1.000963,0.992858,0.997423,1.008663,1.000263,0.998429,0.997414,0.998910,1.000667,1.002487,1.002425,1.002816,0.994119,0.995001,
736791.000000,0.997501,1.002058,1.001638,1.016766,1.002425,1.005983,1.000442,1.004305,1.004092,0.997512,0.994754,1.002003,1.003365,1.002349,0.998006,0.998160,0.994809,1.002593,1.002910,0.993664,0.996940,0.999819,1.000674,0.999752,0.996929,
736792.000000,0.997772,0.998075,1.008344,0.996869,0.996372,0.996065,0.995842,0.996676,0.999253,0.998202,1.000000,0.998960,0.996531,0.998594,0.998540,1.000527,0.998260,0.999239,0.999456,0.998099,0.996765,1.004113,0.996071,1.004749,1.020580,
736795.000000,0.998814,0.996400,0.992787,1.016960,1.001517,1.005236,0.998668,1.004432,1.007340,0.994539,0.993616,0.995357,0.996519,1.001877,1.000154,0.998526,0.990813,0.997716,0.996190,1.002914,1.007990,0.996747,1.001352,0.997534,1.002195,
736796.000000,0.989243,0.997032,1.005688,0.999588,0.997274,0.995796,1.005692,0.994976,0.999932,0.996379,0.998324,0.999035,0.998254,0.999297,1.009386,1.001898,1.000480,0.999237,1.000364,1.003465,1.000661,1.002115,0.999887,1.003296,1.005064,
736797.000000,1.001200,0.992493,0.985888,0.976931,0.990887,1.000000,0.999735,0.991262,0.988799,1.000469,0.996923,1.009499,0.996151,1.006563,1.000457,0.998053,1.007510,0.996182,1.011835,1.005679,1.002228,0.998372,0.998087,1.004517,1.000136,
736798.000000,0.994711,0.988524,0.997557,0.981446,0.993869,0.973662,1.001415,0.989236,0.995701,0.993379,0.989335,0.996730,0.988291,0.996507,0.996191,0.994465,0.993022,0.995707,0.995861,0.996900,0.992343,0.996376,1.002143,0.993868,0.996051,
736802.000000,1.005530,1.011478,1.019360,1.011171,1.005861,1.000660,1.005124,1.013165,1.009595,1.009261,1.006524,1.005841,1.017298,1.006544,1.004512,1.009064,1.003035,1.008160,1.016263,1.003999,1.011533,1.013458,1.010577,1.003908,1.004648,
736803.000000,0.995558,0.988522,0.993465,1.002656,1.001840,0.995385,1.003604,0.952842,1.003055,0.993863,1.008174,0.968979,0.991847,1.009519,1.007233,0.999264,0.991560,0.998626,0.997688,1.004536,0.990403,1.008434,0.999109,1.008400,1.005443,
736804.000000,0.996317,0.996833,1.003092,0.990253,0.999388,0.986279,0.995972,0.993042,0.996345,0.950838,1.003914,0.996306,0.991780,0.994250,1.002570,0.997950,1.005942,0.994647,0.995545,0.994340,0.997101,1.003915,1.000223,0.994311,1.002436,
736805.000000,1.012511,1.059166,1.005045,1.021143,1.005513,1.006236,1.009320,1.018544,1.010189,1.003772,1.007519,1.004119,1.012906,0.996762,1.004750,1.007006,0.998563,1.007073,1.009667,0.996987,0.987375,1.013530,1.015599,0.989170,1.009856,
